0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,26.91722245638623,inf,inf,inf,inf
inf,0.0,inf,9.121084655675633,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,0.0,14.525892132885813,inf,inf,inf,inf,30.956928095239252,inf,inf,18.50631927209707,inf,inf,32.686503537455735,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,9.121084655675633,14.525892132885813,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,0.0,20.165319962222245,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,20.165319962222245,0.0,inf,inf,inf,inf,inf,inf,36.1756483068153,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,75.89081787403947
inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,14.66334441254968,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,26.195830656775943,inf,inf,inf
inf,inf,30.956928095239252,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,15.818488330207398
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,32.889521461739285,36.65403683094325,inf,inf,inf,inf,inf,inf,inf
inf,inf,18.50631927209707,inf,inf,inf,14.66334441254968,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,12.742444615511062,inf,inf
inf,inf,inf,inf,inf,36.1756483068153,inf,inf,inf,inf,inf,inf,0.0,18.83714671281394,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,18.83714671281394,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,32.686503537455735,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,21.09835430769352,inf,inf,inf,inf,inf,inf,21.394500429821026,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,32.889521461739285,inf,inf,inf,21.09835430769352,0.0,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,36.65403683094325,inf,inf,inf,inf,inf,0.0,33.360446056493004,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,33.360446056493004,0.0,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,24.053846671473316,inf,inf,inf,20.034691947903024
26.91722245638623,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,24.053846671473316,0.0,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,26.195830656775943,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,22.48632611997897,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,12.742444615511062,inf,inf,inf,inf,inf,inf,inf,inf,22.48632611997897,0.0,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,21.394500429821026,inf,inf,inf,inf,inf,inf,inf,0.0,18.981318742226456
inf,inf,inf,inf,inf,75.89081787403947,inf,inf,inf,15.818488330207398,inf,inf,inf,inf,inf,inf,inf,inf,20.034691947903024,inf,inf,inf,18.981318742226456,0.0
